"Company","Model","Buyer Gender","Buyer Age","Country","Color","New Car","Sale Price","Discount","Resell Price","Top Speed"
"Mitsubishi","Eclipse","Female","63","India","Blue","1","38995.52","0.0624","28386.36","241"
"Hyundai","Tiburon","Male","61","India","Green","1","82398.11","0.2016","41815.59","121.5"
"Smart","Fortwo","Male","44","India","Pink","1","64525.49","0.6328","27568.55","229.1"
"Toyota","Corolla","Female","28","India","Purple","1","75316.21","0.2512","4916.18","121.4"
"Honda","Insight","Female","22","India","Orange","1","95712.92","0.438","8103.75","158"
"Jaguar","XK","Male","44","India","Green","1","68061.64","0.1392","30363.32","178.9"
"GMC","Sierra 1500","Male","56","India","Indigo","1","23014.58","0.3431","13912.62","179"
"Aston Martin","Vanquish S","Female","58","India","Red","","20664.67","0.5754","37069.01","129.8"
"Dodge","Charger","Female","64","India","Green","","60499.27","0.2489","2503.87","195.2"
"Audi","TT","Male","40","India","Yellow","1","71648.93","0.4172","46519.64","193.3"
"BMW","X3","Male","61","India","Purple","","93056.33","0.5358","5866.75","174.6"
"Nissan","Sentra","Male","26","India","Teal","","64330.07","0.5418","25579.11","221.1"
"Ferrari","430 Scuderia","Female","57","India","Crimson","1","74953.4","0.2411","23494.52","193.9"
"Chevrolet","Suburban 1500","Female","61","India","Pink","1","16422.63","0.6121","18888.3","155.1"
"Dodge","Charger","Female","34","India","Red","1","25482.86","0.6689","46657.9","129.9"
"Hyundai","Tucson","Male","38","India","Mauv","","39776.48","0.6481","22970.22","206.2"
"Mazda","B-Series Plus","Female","44","India","Crimson","","82782.44","0.4326","5638.4","197.9"
"Hummer","H2","Female","42","India","Orange","1","14277.46","0.2688","21048.83","247"
"Aston Martin","DB9","Male","22","India","Turquoise","","95235.76","0.0955","2231.8","138.3"
"Scion","xB","Male","26","India","Turquoise","","55407.62","0.5731","43977.67","165.9"
"Chrysler","LeBaron","Female","67","India","Fuscia","1","12160.92","0.0729","48900.83","225"
"Mitsubishi","Galant","Female","38","India","Maroon","","69827.36","0.2167","30387.37","158.7"
"Nissan","Frontier","Female","69","India","Puce","1","23091.56","0.5352","41429.46","122.9"
"Suzuki","Sidekick","Male","68","India","Purple","","61220.65","0.6213","41910.97","125.5"
"Ford","LTD","Female","71","India","Khaki","1","95357.29","0.6556","38060.87","184.5"
"Buick","LeSabre","Male","20","India","Teal","","57987.3","0.0966","25216.43","222.5"
"Pontiac","Bonneville","Female","38","India","Purple","1","22511.79","0.1972","15005.9","167.4"
"Chevrolet","Express","Male","50","India","Indigo","","48558.04","0.3362","13284.04","171.6"
"Jeep","Grand Cherokee","Male","70","India","Maroon","1","43751.55","0.6259","13040.64","123.3"
"Chevrolet","Silverado 1500","Female","26","India","Purple","1","67659.62","0.1808","28932.96","237.7"
"BMW","M Roadster","Female","53","India","Crimson","1","82556.41","0.1875","20165.1","179.1"
"Suzuki","XL-7","Female","60","India","Khaki","","68944.03","0.4514","9328.31","211.3"
"Mitsubishi","Eclipse","Male","35","India","Indigo","1","99448.56","0.2889","44542.99","123.9"
"Volkswagen","GTI","Male","30","India","Purple","1","77093.51","0.4814","31453.55","193.2"
"Mercedes-Benz","C-Class","Male","35","India","Turquoise","","40198.8","0.4468","11748.8","164.9"
"Dodge","Stratus","Female","73","India","Khaki","","89438.99","0.3685","8545.07","238.6"
"Chevrolet","Cobalt","Female","25","India","Turquoise","1","65703.89","0.0709","13848.01","161.3"
"Toyota","Matrix","Male","35","India","Goldenrod","1","96705.84","0.4166","46495.56","215.2"
"Suzuki","XL7","Male","26","India","Green","","41077.86","0.0371","17144.83","193.1"
"Mitsubishi","Chariot","Male","59","India","Puce","","96084.25","0.6551","34674.77","134.5"
"Ford","Excursion","Female","71","India","Turquoise","","37632.47","0.464","46644.76","155.9"
"Volkswagen","Eurovan","Female","32","India","Fuscia","","72680.18","0.1272","3780.3","152.8"
"Ford","E250","Female","57","India","Blue","","96795.88","0.5017","39448.82","134"
"Dodge","Avenger","Female","59","India","Teal","1","18353.7","0.3951","44936.96","199.1"
"Ford","E-350 Super Duty","Female","32","India","Mauv","1","13805.96","0.0088","38124.35","152.3"
"Mercedes-Benz","GL-Class","Female","40","India","Green","1","64318.56","0.1497","16310.11","234.9"
"Saab","900","Female","31","India","Aquamarine","","22286.39","0.0633","30409.56","207.4"
"Toyota","Corolla","Male","20","India","Orange","","47287.17","0.1618","41979.1","210.7"
"Lincoln","Town Car","Male","30","India","Pink","","32759.22","0.5032","48805.06","137.1"
"Mitsubishi","Pajero","Female","55","India","Mauv","1","58322.54","0.2478","10479.75","137.9"
"Acura","MDX","Female","60","India","Fuscia","","34206.08","0.1241","39441.3","183.3"
"Hyundai","Sonata","Male","65","India","Aquamarine","","94153.61","0.698","12828.09","200.2"
"Ford","Club Wagon","Male","69","India","Orange","","57231.19","0.0896","41529.52","150"
"Ford","Fusion","Female","38","India","Goldenrod","","75630.56","0.0478","15598.86","210.3"
"Pontiac","Grand Am","Male","24","India","Blue","1","84744","0.6617","25515.11","152.2"
"Ford","E-Series","Female","55","India","Pink","","21329.91","0.0903","19629.63","178.2"
"Subaru","Justy","Male","74","India","Pink","","52257.02","0.5192","4690.38","154.4"
"Mitsubishi","Diamante","Male","54","India","Puce","","43267.19","0.5433","45315.4","204"
"Pontiac","Grand Prix","Male","72","India","Puce","1","58712.67","0.6765","8028.17","231.4"
"Ford","Fiesta","Female","73","India","Indigo","","37081.11","0.2645","6038.82","214.3"
"MINI","Countryman","Female","74","India","Crimson","1","80839.16","0.6348","8211.72","238.1"
"Nissan","Pathfinder","Female","70","India","Red","1","26944.99","0.1866","4089.2","244.6"
"BMW","5 Series","Female","58","India","Turquoise","","40754.3","0.1187","47719.91","241.8"
"Chevrolet","Monte Carlo","Female","73","India","Green","1","12268.11","0.594","9470.71","123.4"
"Buick","Lucerne","Male","53","India","Teal","","88451.51","0.3368","18393.05","244.7"
"Buick","Roadmaster","Male","49","India","Orange","","31300.2","0.4055","25335.74","164.5"
"Mazda","RX-8","Male","64","India","Teal","1","60806.26","0.4703","40651.73","125.1"
"Dodge","Ram Van 1500","Male","25","India","Goldenrod","1","80254.61","0.0822","18108.21","241.4"
"Saab","09-May","Male","49","India","Orange","1","12177.11","0.5252","22672.07","143.4"
"Pontiac","Firebird Formula","Female","31","India","Red","","60391.42","0.6941","41852.96","225.3"
"Ford","LTD","Male","67","India","Aquamarine","","77250.53","0.4475","29293.14","154"
"Toyota","Prius","Male","46","India","Fuscia","1","51412.31","0.6308","20733.92","167.6"
"Acura","TSX","Female","37","India","Crimson","","65637.02","0.4994","6216.55","209.4"
"Pontiac","Safari","Female","32","India","Orange","1","22153.71","0.3204","47551.01","185.8"
"Porsche","911","Female","48","India","Goldenrod","1","35977.57","0.182","46757.11","130.7"
"Pontiac","Trans Sport","Male","66","India","Pink","1","75422.96","0.4657","13472.24","210.2"
"Volvo","960","Male","32","India","Goldenrod","","96950.18","0.2022","42151","229.6"
"Mazda","Mazda5","Male","38","India","Purple","","84263.24","0.4701","29817.55","122.3"
"Volvo","S70","Male","26","India","Green","","33714.16","0.3614","33979.17","149.7"
"Ford","Escort","Male","47","India","Yellow","1","81114","0.2649","3923.7","218.1"
"Chevrolet","Classic","Female","56","India","Blue","1","67557.19","0.3063","37903.71","214.1"
"Volvo","S90","Female","23","India","Crimson","1","46216.21","0.5814","18582.34","138.2"
"Suzuki","Sidekick","Female","47","India","Teal","1","34519.67","0.2593","45022.2","156.9"
"Subaru","Leone","Female","45","India","Purple","1","65656.86","0.3758","35465","232.2"
"Chevrolet","Express","Male","75","India","Pink","1","22726","0.0886","2404.94","131.7"
"Toyota","Xtra","Female","64","India","Turquoise","","43704.8","0.2128","41585.06","230.9"
"Aston Martin","Vanquish S","Male","53","India","Orange","","81624.31","0.2867","27655.72","232.1"
"Ford","Tempo","Male","48","India","Turquoise","","62970.59","0.4603","21346.72","153"
"Porsche","Boxster","Female","67","India","Fuscia","1","35439.37","0.0381","26802.22","249.2"
"Cadillac","DeVille","Male","59","India","Puce","1","42345.61","0.4218","46313.7","203"
"Mazda","Protege","Male","62","India","Green","","24714.4","0.1673","25171.21","122.1"
"Mazda","626","Female","45","India","Blue","1","90148.82","0.2458","3561.81","162.2"
"BMW","7 Series","Male","23","India","Crimson","1","35508.37","0.5815","26313","132.5"
"Subaru","Outback","Female","47","India","Mauv","1","83709.51","0.1422","9744.49","134.1"
"Lotus","Elan","Male","24","India","Goldenrod","","42475.39","0.2351","16601.04","218.2"
"Toyota","4Runner","Male","55","India","Khaki","","52328.74","0.1173","46818.94","147.3"
"Volkswagen","Golf","Male","63","India","Turquoise","1","63128.06","0.1921","28467.6","164.3"
"Eagle","Vision","Male","64","India","Pink","","17458.62","0.3436","28625.69","153.1"
"Toyota","Land Cruiser","Male","62","India","Khaki","","52812.95","0.6923","38806.22","129.6"
"Volkswagen","Golf","Female","73","India","Red","1","65726.97","0.3752","14384.29","208.7"
"Ford","Thunderbird","Male","74","India","Maroon","","42294.39","0.6274","14630.54","178"
"GMC","2500","Male","57","India","Crimson","1","22953.33","0.4561","26979.73","204.2"
"Subaru","Legacy","Male","71","India","Red","1","95033.62","0.3565","47784.15","181.9"
"Chevrolet","APV","Male","65","India","Goldenrod","1","60116.12","0.041","36672.58","205.8"
"Infiniti","I","Female","31","India","Blue","","46003.94","0.0693","43550.29","218.4"
"Toyota","Tacoma","Male","51","India","Teal","","62689.31","0.4988","39160.25","172.8"
"Ford","Fiesta","Male","42","India","Blue","","99457.37","0.5572","42821.76","140.3"
"Scion","xD","Female","53","India","Maroon","","89394.96","0.1182","31331.12","205.7"
"Chevrolet","Colorado","Female","36","India","Indigo","","87936.04","0.13","17801.55","196.8"
"GMC","Savana 3500","Male","48","India","Pink","1","38231.82","0.3191","47266.49","216.8"
"Dodge","Ram 2500","Female","59","India","Maroon","","62236","0.5406","4456.36","145.6"
"Toyota","Venza","Male","53","India","Aquamarine","1","59186.09","0.5462","21644.02","237.8"
"Eagle","Premier","Male","74","India","Violet","","49478.17","0.2198","17514.49","236.3"
"GMC","Savana 1500","Female","34","India","Fuscia","1","17286.95","0.2907","16007.31","170"
"Subaru","Legacy","Female","73","India","Blue","","86419.96","0.0934","47975.49","235.2"
"Saturn","VUE","Male","34","India","Aquamarine","","37589.4","0.4338","30467.15","246.8"
"Ford","E350","Female","43","India","Orange","","80364.77","0.2732","44707.07","215.5"
"GMC","Terrain","Male","68","India","Puce","","17988.75","0.6917","37788.56","219.3"
"Mercedes-Benz","R-Class","Male","30","India","Aquamarine","1","89570.4","0.4411","6020.77","120.3"
"Chrysler","LeBaron","Female","50","India","Teal","","52134.3","0.2554","10796.72","158.5"
"Subaru","SVX","Female","67","India","Orange","1","44635.17","0.0537","19974.16","201.5"
"Nissan","Quest","Male","22","India","Red","","76000.56","0.4372","47488.26","232"
"Porsche","928","Female","41","India","Violet","1","57389.26","0.3558","4057.8","175.3"
"Mitsubishi","Lancer","Female","45","India","Crimson","1","81349.35","0.659","24091.93","195.6"
"Chevrolet","Camaro","Male","22","India","Fuscia","1","81731.65","0.2486","18393.14","233.6"
"Nissan","Maxima","Female","47","India","Maroon","1","57400.22","0.2552","44636.65","190.6"
"Chrysler","Fifth Ave","Female","51","India","Indigo","","16069.6","0.4904","4715.12","203"
"GMC","3500","Female","51","India","Mauv","","32500.94","0.5118","19926.03","129.5"
"Chevrolet","Express 2500","Female","34","India","Red","1","74688.07","0.27","44170.88","134"
"Lexus","LS","Female","30","India","Aquamarine","","54330.48","0.4024","34982.73","161.9"
"Oldsmobile","Regency","Female","49","India","Mauv","1","89301.25","0.4795","20078.79","127.1"
"Mazda","RX-8","Male","63","India","Green","1","93578.96","0.1428","35072.93","193.5"
"Cadillac","Sixty Special","Female","54","India","Aquamarine","","94692.68","0.1635","25290.76","150.1"
"Ferrari","F430","Female","41","India","Puce","1","62464.01","0.2056","13735.54","136.6"
"Ford","Taurus","Male","62","India","Orange","","35432.89","0.1878","49285.7","191.9"
"Chevrolet","Corvette","Male","20","India","Mauv","","65590.65","0.0529","29684.13","180"
"Toyota","Tundra","Male","28","India","Aquamarine","1","81403.81","0.1031","32236.84","136.4"
"Toyota","Yaris","Female","54","India","Goldenrod","","23861.36","0.551","33942.56","208.2"
"Lexus","RX","Male","48","India","Turquoise","1","53761","0.2295","43496.88","134.6"
"Mercedes-Benz","M-Class","Female","62","India","Maroon","","39601.96","0.2319","34047.97","230.2"
"Ford","Freestyle","Female","49","India","Pink","1","86121.89","0.596","35583.36","127.1"
"Kia","Sportage","Male","68","India","Mauv","1","93385.12","0.4779","30422.29","235.9"
"Porsche","911","Female","63","India","Violet","","73000.11","0.0122","12471.08","213.9"
"Infiniti","G","Female","24","India","Aquamarine","","46398.83","0.676","3408.01","122.3"
"Pontiac","GTO","Male","27","India","Violet","","11091.83","0.6559","13250.85","165.9"
"Mercedes-Benz","CLK-Class","Male","72","India","Teal","1","42060.62","0.6814","36862.88","132.2"
"Pontiac","Firefly","Male","25","India","Mauv","","90802.56","0.3488","44023.56","195.3"
"Mazda","MX-5","Male","72","India","Pink","","14024.67","0.5025","21483.33","223.8"
"GMC","Yukon Denali","Male","27","India","Maroon","","16196.2","0.1311","19931.87","191.1"
"Mazda","RX-7","Female","67","India","Teal","","68529.58","0.2089","7091.43","223.5"
"Acura","RL","Male","28","India","Turquoise","1","43423.55","0.1888","13889.2","162.8"
"Buick","LeSabre","Female","46","India","Violet","1","53670.11","0.1031","40514.69","191.7"
"Chevrolet","Suburban 2500","Female","59","India","Aquamarine","1","54281.94","0.1557","32362.52","197.5"
"Pontiac","Montana","Male","60","India","Puce","","67982.06","0.3576","46759.72","200.9"
"Hyundai","Veracruz","Female","67","India","Khaki","","60814.55","0.0456","22106.03","124.1"
"Lexus","IS","Male","41","India","Crimson","1","19084.03","0.4729","8976.57","243.8"
"Mitsubishi","Challenger","Female","46","India","Green","","26319.37","0.5626","43927.28","145.5"
"Nissan","Armada","Female","72","India","Khaki","","75968.36","0.6307","41278.12","140.8"
"Toyota","FJ Cruiser","Female","24","India","Pink","","45969.05","0.5082","2177.69","242.6"
"Ferrari","F430","Female","56","India","Violet","","87573.64","0.0678","43427.86","182"
"Ford","Escape","Male","74","India","Pink","1","52375.37","0.6559","24301.92","131.3"
"Dodge","Ram Van B350","Male","41","India","Crimson","","21716.59","0.2226","14420.28","125"
"Dodge","Ram 1500 Club","Male","22","India","Teal","","88756.86","0.0211","5320.22","143.1"
"Chrysler","LHS","Female","64","India","Mauv","1","80397.9","0.0225","14020.54","150.4"
"Toyota","Echo","Female","67","India","Puce","1","24732.28","0.5323","18865.71","165.9"
"Acura","CL","Female","52","India","Blue","1","49871.09","0.4454","40615.04","133.8"
"Buick","Estate","Female","69","India","Turquoise","","15696.62","0.3393","25871.93","141.5"
"Volvo","XC70","Male","52","India","Maroon","1","59117.77","0.3372","11664.55","167.4"
"Infiniti","Q","Male","24","India","Red","1","28847.96","0.2732","6492.13","162.2"
"Dodge","Ram 50","Male","24","India","Orange","1","46419.98","0.1174","33385.92","201.8"
"Mercedes-Benz","E-Class","Male","54","India","Turquoise","","44684.13","0.1446","10037.62","210.2"
"BMW","530","Female","45","India","Crimson","","35347.25","0.0467","28820.56","201"
"Subaru","Legacy","Male","60","India","Puce","","77257.44","0.4716","16708.23","148.1"
"Isuzu","Rodeo","Female","39","India","Crimson","","75512.79","0.1587","19019.58","153.5"
"Scion","tC","Male","53","India","Fuscia","1","14009.6","0.1324","15618.11","215.7"
"Mitsubishi","Lancer Evolution","Female","53","India","Mauv","1","29942.28","0.2318","28949.35","139.2"
"GMC","Canyon","Female","59","India","Mauv","","11123.45","0.3011","5117.49","228.5"
"Chevrolet","Suburban 2500","Female","43","India","Violet","","85956.92","0.2904","24522.83","137.2"
"Ford","F-Series","Female","68","India","Aquamarine","1","71953.43","0.5454","8173.31","233.5"
"Dodge","Viper","Female","41","India","Violet","1","83964.42","0.6164","41471.88","123.2"
"Kia","Amanti","Female","72","India","Khaki","","24265.2","0.3034","10176.55","149.5"
"Ford","Probe","Female","54","India","Crimson","","95386.32","0.5126","3308.52","198.3"
"Plymouth","Neon","Male","41","India","Aquamarine","","95521.63","0.3314","31437.51","231.9"
"Oldsmobile","Custom Cruiser","Female","25","India","Fuscia","1","46658.05","0.0928","15915.54","134.7"
"Pontiac","Grand Prix","Female","70","India","Indigo","1","43423.29","0.5174","9060.99","213.9"
"Lincoln","Continental Mark VII","Female","22","India","Red","","98421.31","0.0785","9173.18","121.8"
"Pontiac","LeMans","Female","41","India","Aquamarine","","19919.19","0.0283","26380.49","192.4"
"Volkswagen","GTI","Male","28","India","Yellow","","23623","0.2244","13700.53","187.3"
"Mercedes-Benz","G-Class","Male","39","India","Teal","","59806.79","0.3103","39354.1","186.9"
"Maserati","Spyder","Female","51","India","Red","1","72969.54","0.1734","23390.57","224.9"
"Lotus","Elan","Female","59","India","Violet","1","78766.4","0.2708","31006.78","121.9"
"Ford","E150","Female","61","India","Khaki","1","38256.47","0.2408","20320.42","191.8"
"Ford","Thunderbird","Female","57","India","Blue","","24345.08","0.3356","38176.49","120"
"Pontiac","Sunfire","Female","41","India","Green","1","92448.71","0.5593","15831.11","221"
"GMC","Suburban 1500","Female","40","India","Teal","1","96788.56","0.6202","14205.08","129.2"
"Pontiac","Firebird","Female","23","India","Puce","1","42777.02","0.6994","49618","205.5"
"Volkswagen","Cabriolet","Female","42","India","Maroon","","32609.8","0.5128","14249.68","226.6"
"Saab","9-2X","Female","34","India","Fuscia","1","49055.37","0.1115","28881.41","237.4"
"Volkswagen","GTI","Male","41","India","Green","","17423.82","0.5837","23426.24","237.4"
"Toyota","Avalon","Female","23","India","Teal","","59686.77","0.2569","17708.98","149.1"
"Pontiac","Gemini","Female","53","India","Pink","","84342.55","0.671","23263.71","205.4"
"Ford","Taurus","Male","53","India","Violet","","10355.59","0.4253","14085.14","180.7"
"Mercedes-Benz","E-Class","Male","37","India","Pink","","25599.35","0.4788","23640.58","154.1"
"Dodge","Intrepid","Female","23","India","Green","","70572.02","0.2128","11126.26","178.4"
"Lincoln","Continental Mark VII","Female","62","India","Khaki","","76050.95","0.4682","22425.38","208.8"
"BMW","X3","Female","40","India","Khaki","1","55512.13","0.0943","32222.36","170.8"
"Ford","F150","Female","41","India","Khaki","1","53133.36","0.4015","6190.72","125.9"
"Audi","S4","Male","74","India","Maroon","","22771.98","0.5565","27466.39","122.2"
"Volkswagen","Passat","Male","42","India","Indigo","","94709.23","0.6433","15381.67","171.8"
"Dodge","Ram 2500","Female","50","India","Crimson","","68154.78","0.4867","49326.31","182.9"
"Cadillac","XLR","Female","73","India","Puce","","50059.68","0.0706","39624.03","241.8"
"Mitsubishi","Precis","Female","51","India","Teal","","86773.95","0.4609","13903.24","121.3"
"Ford","Explorer Sport","Female","31","India","Teal","","51104.55","0.0957","34106.49","149.7"
"Audi","A3","Male","49","India","Purple","1","74627.22","0.5001","29218.66","146.2"
"Chevrolet","Impala","Male","42","India","Orange","","98845.28","0.2307","3082.76","138.6"
"Land Rover","LR3","Male","21","India","Blue","","32924.74","0.1168","16327.05","212.8"
"Toyota","Corolla","Female","45","India","Aquamarine","1","36198.75","0.55","14910.98","234.1"
"Toyota","Tundra","Male","66","India","Pink","","29009.72","0.2881","17476.07","226"
"Audi","S8","Male","53","India","Red","","33835.13","0.6953","37779.06","232.1"
"Chrysler","Voyager","Male","47","India","Crimson","1","16568.38","0.685","8615.95","242.1"
"Toyota","Tundra","Female","58","India","Orange","1","97167.61","0.1477","29345.39","128.4"
"Ford","GT","Female","51","India","Goldenrod","","92672.31","0.5932","45152.34","194.9"
"Audi","A6","Female","65","India","Orange","1","41908.3","0.4651","34340.29","161.7"
"Lexus","GS","Female","45","India","Goldenrod","","88871.64","0.4256","22225.42","223.1"
"Saab","9000","Male","30","India","Orange","1","43115.54","0.6195","22912.46","183.6"
"Cadillac","Eldorado","Male","35","India","Khaki","1","18300.28","0.4094","2579.38","133.3"
"Chevrolet","Malibu","Male","66","India","Goldenrod","1","60973.95","0.6281","39075.38","155.7"
"Volkswagen","Golf","Male","60","India","Blue","","77510.63","0.6788","41520.13","176.3"
"Chevrolet","Corvette","Female","25","India","Puce","1","92528.09","0.3679","18445.12","172.8"
"Mazda","MX-5","Female","39","India","Red","1","65406.27","0.2604","37693.26","156.8"
"Chevrolet","Venture","Male","46","India","Purple","","88008.35","0.5474","45315.95","244.7"
"Mazda","B-Series Plus","Male","67","India","Mauv","1","86864.84","0.2168","47627.03","197.3"
"Audi","A6","Female","26","India","Yellow","1","63398.18","0.3699","15869","243.5"
"Honda","Element","Male","37","India","Orange","1","24748","0.3522","6694.85","167.6"
"Hyundai","Tiburon","Female","70","India","Blue","1","28882.81","0.0626","17601.29","121.2"
"Jaguar","XK Series","Male","25","India","Violet","","63962.23","0.0665","25989.81","186.9"
"Isuzu","Hombre Space","Female","35","India","Pink","","74711.05","0.29","11441.67","236.1"
"Subaru","Impreza","Female","75","India","Khaki","1","12183.96","0.2685","30461.53","213.8"
"Chevrolet","Tahoe","Male","69","India","Green","1","41166.13","0.2478","39895.41","171.3"
"Audi","A4","Male","64","India","Yellow","","53303.32","0.6984","36512.68","168.1"
"Oldsmobile","Achieva","Male","35","India","Teal","","57036.53","0.0289","29776.8","216.3"
"Dodge","Ram 1500","Male","55","India","Aquamarine","","38894.35","0.5324","18627.21","250"
"Mercury","Mountaineer","Female","22","India","Turquoise","1","76658.38","0.1609","5860.44","225.4"
"Dodge","Viper","Male","31","India","Blue","","48421.01","0.0207","33616.46","137.8"
"GMC","Terrain","Female","56","India","Teal","","87526.8","0.2069","22593.46","179.4"
"Volkswagen","GTI","Female","44","India","Goldenrod","1","54411.48","0.0027","2661.08","154.7"
"Infiniti","QX56","Female","72","India","Pink","","56622.21","0.0059","36468.18","202.3"
"Dodge","Ram 3500","Male","71","India","Violet","","90434.22","0.1719","16544.48","165.9"
"Lamborghini","Gallardo","Female","68","India","Aquamarine","","90673.35","0.1444","43143.75","196.7"
"Lexus","GS","Female","44","India","Indigo","1","11457.4","0.2312","12889.97","209.5"
"Toyota","Tacoma","Male","28","India","Yellow","1","44605.88","0.5694","5954.34","246.4"
"Dodge","Dakota","Female","35","India","Crimson","","52570.45","0.3552","28809.4","134.8"
"Bentley","Continental GT","Male","72","India","Red","1","53900.34","0.3749","43276.11","134.6"
"Bentley","Continental GTC","Female","70","India","Indigo","","19792.31","0.0149","39880.45","193.8"
"Buick","LeSabre","Female","66","India","Turquoise","1","20564.81","0.584","47296.89","124.6"
"Oldsmobile","Aurora","Female","26","India","Red","","93630.79","0.4844","47622.02","241.2"
"GMC","Vandura G3500","Female","24","India","Puce","1","92069.44","0.1342","23530.71","248.1"
"Mazda","Mazda3","Male","71","India","Aquamarine","","68248.46","0.0794","48922.61","244.7"
"Chevrolet","Suburban 2500","Male","49","India","Fuscia","1","60829.92","0.2685","42163.42","158.5"
"Hyundai","Tucson","Male","55","India","Violet","1","77239.71","0.1948","19949.1","179.1"
"Hyundai","Tiburon","Female","56","India","Indigo","1","94904.39","0.5655","14339.62","152.5"
"Porsche","928","Female","49","India","Orange","","71502.86","0.3937","23318.8","229.2"
"Isuzu","Hombre","Male","62","India","Violet","1","55356.75","0.0852","15705.41","204.9"
"Cadillac","DeVille","Female","61","India","Crimson","1","93213.01","0.4601","3165.01","164.1"
"Ford","F250","Female","32","India","Yellow","","61722.62","0.4405","36776.07","225.2"
"Buick","Lucerne","Female","39","India","Purple","","10266.39","0.3816","33932.69","185.5"
"Plymouth","Neon","Female","64","India","Goldenrod","","72987.91","0.6978","28182.19","147.5"
"Hyundai","Santa Fe","Male","35","India","Orange","","55185.96","0.2059","21364.77","235.2"
"Volvo","XC90","Male","47","India","Aquamarine","","59684.41","0.6283","39877.32","197.8"
"Hyundai","Elantra","Female","33","India","Goldenrod","","80131.24","0.3928","41487.93","207.3"
"Pontiac","Grand Prix","Male","73","India","Crimson","1","96408.18","0.2481","29954.95","227.7"
"Mercury","Grand Marquis","Female","53","India","Khaki","","78344.88","0.0913","25678.52","194.7"
"Volkswagen","Golf","Male","69","India","Blue","","58858.4","0.1981","31422.4","179.8"
"Mercedes-Benz","300SE","Male","49","India","Purple","1","61242.72","0.0774","14887.62","228.8"
"Chevrolet","G-Series G20","Male","62","India","Fuscia","","36018.06","0.2962","17926.71","160.6"
"GMC","Vandura 3500","Female","75","India","Khaki","1","12892.48","0.2456","14647.51","195.1"
"Dodge","Dakota Club","Male","48","India","Red","1","33511.31","0.1403","28641.25","123.8"
"Chevrolet","3500","Male","23","India","Violet","1","64552.49","0.4722","42438.45","125.3"
"Mercury","Mountaineer","Female","34","India","Turquoise","","35946.7","0.5574","29819.28","128.8"
"Chevrolet","Metro","Female","58","India","Indigo","1","90000.39","0.1496","2233.04","185.8"
"Subaru","Impreza","Male","44","India","Pink","","81802.68","0.4538","12007.51","129.3"
"GMC","Sierra 2500HD","Male","75","India","Green","","20512.23","0.1794","46951.6","223.1"
"Mercedes-Benz","C-Class","Female","64","India","Mauv","","59993.87","0.1091","12815.37","172.4"
"Suzuki","Esteem","Male","23","India","Goldenrod","1","90800.27","0.6482","22473.2","242"
"Dodge","Dakota","Female","45","India","Mauv","1","11953.55","0.0247","49484.53","207.2"
"Lexus","SC","Male","38","India","Orange","1","54040.4","0.5461","4503.53","203.2"
"Audi","A6","Male","49","India","Pink","1","79738.44","0.3111","41779.65","233.1"
"BMW","M5","Female","41","India","Fuscia","","21796.14","0.0057","13242.9","197.1"
"Toyota","Tundra","Male","44","India","Violet","1","81365.64","0.1012","28715.53","139.6"
"Ford","Crown Victoria","Female","21","India","Blue","","98670.29","0.6655","24133.64","218"
"Jensen","Interceptor","Male","68","India","Orange","1","83364.31","0.2112","44581.43","157"
"Volkswagen","Eurovan","Male","66","India","Puce","1","63634.13","0.5043","28806.54","214.3"
"Jaguar","XJ Series","Female","75","India","Purple","1","70299.15","0.0116","20358.9","201.9"
"Suzuki","Daewoo Magnus","Male","68","India","Yellow","","57435.4","0.1275","5826.21","213.5"
"Ford","E-Series","Female","36","India","Violet","","56721.86","0.2035","9845.73","213.2"
"Ford","E150","Female","54","India","Blue","","60100.9","0.6634","25314.82","209.8"
"Lexus","RX","Male","28","India","Maroon","1","11821.85","0.2666","43112.09","207.8"
"Hyundai","Tucson","Female","59","India","Fuscia","1","20159.51","0.1865","45816.22","249.1"
"GMC","Yukon","Male","60","India","Maroon","","90381.19","0.2776","45835.89","151.7"
"GMC","Sierra 1500","Female","41","India","Mauv","","88535.77","0.2677","5807.84","142.9"
"Porsche","Cayenne","Male","47","India","Purple","","59208.47","0.3196","14574.75","221.9"
"Toyota","Highlander","Female","50","India","Goldenrod","","73595.69","0.568","7309.82","153.4"
"Land Rover","Freelander","Female","25","India","Aquamarine","","99601.33","0.1706","12793.11","175.5"
"Ford","Crown Victoria","Male","40","India","Purple","","97574.74","0.5234","35472.46","241.7"
"Buick","Century","Male","71","India","Mauv","1","11757.06","0.2092","24058.01","241"
"Chevrolet","Tracker","Male","31","India","Pink","","84139.45","0.5026","29591.16","238.5"
"Dodge","Ram 1500","Male","58","India","Crimson","1","27787.37","0.5816","27132.56","186.3"
"Nissan","Leaf","Male","71","India","Teal","","47911.38","0.4249","7248.13","219.1"
"Dodge","Intrepid","Male","41","India","Purple","1","74332.82","0.6444","35179.61","197.4"
"Mercedes-Benz","E-Class","Female","27","India","Indigo","1","56840.9","0.6125","2529.39","156.8"
"Cadillac","Fleetwood","Female","71","India","Teal","","13882.91","0.0349","27844.13","214.1"
"Buick","LeSabre","Female","42","India","Purple","1","53370.4","0.2993","5816.02","204.1"
"Chevrolet","Camaro","Female","39","India","Khaki","1","16272.9","0.6377","39153.48","216.4"
